Web ID,Region_of_Incident,Reported_Year,Number_Dead,Total_Dead_and_Missing
40977,US-Mexico Border,2015,1,1
41120,Mediterranean,2015,,0
40854,Central America,2015,1,1
40975,Mediterranean,2015,1,1
40976,US-Mexico Border,2015,1,1
41048,Europe,2015,1,1
40631,US-Mexico Border,2015,1,1
40972,US-Mexico Border,2015,1,1
40973,US-Mexico Border,2015,1,1
40974,US-Mexico Border,2015,1,1
40399,Mediterranean,2015,1,2
40400,Mediterranean,2015,,20
40970,US-Mexico Border,2015,1,1
40971,US-Mexico Border,2015,1,1
40398,Mediterranean,2015,1,1
40871,US-Mexico Border,2015,1,1
40969,US-Mexico Border,2015,1,1
40606,Europe,2015,1,1
40858,Europe,2015,1,1
40396,Southeast Asia,2015,61,61
40397,Mediterranean,2015,1,44
40968,US-Mexico Border,2015,1,1
40393,Mediterranean,2015,5,5
40395,Mediterranean,2015,7,10
40591,Central America,2015,1,1
40966,Mediterranean,2015,1,1
40967,Mediterranean,2015,1,1
40303,North Africa,2015,4,4
40390,Europe,2015,1,1
40666,North Africa,2015,3,3
40720,North Africa,2015,2,2
40845,Mediterranean,2015,4,4
40964,US-Mexico Border,2015,1,1
40965,North Africa,2015,2,2
41103,North Africa,2015,1,1
41105,Middle East,2015,2,2
41106,North Africa,2015,1,1
41107,North Africa,2015,2,2
40389,Mediterranean,2015,1,1
40676,Mediterranean,2015,1,1
40963,Mediterranean,2015,6,6
40388,Mediterranean,2015,37,37
40648,Mediterranean,2015,1,1
40630,US-Mexico Border,2015,1,1
40867,Mediterranean,2015,2,2
40962,US-Mexico Border,2015,1,1
40387,Mediterranean,2015,111,202
40846,Europe,2015,71,71
40959,Mediterranean,2015,3,8
40960,Mediterranean,2015,1,1
40961,US-Mexico Border,2015,1,1
40842,Mediterranean,2015,52,52
40386,Mediterranean,2015,2,2
40956,Mediterranean,2015,1,1
40957,US-Mexico Border,2015,1,1
40958,US-Mexico Border,2015,1,1
40382,Mediterranean,2015,3,3
40383,Mediterranean,2015,2,6
40384,Mediterranean,2015,1,1
40385,US-Mexico Border,2015,1,1
40955,US-Mexico Border,2015,1,1
40629,US-Mexico Border,2015,1,1
40953,Southeast Asia,2015,24,24
40954,Mediterranean,2015,1,1
40951,US-Mexico Border,2015,1,1
40952,US-Mexico Border,2015,1,1
40628,US-Mexico Border,2015,1,1
40870,Mediterranean,2015,1,1
40949,US-Mexico Border,2015,1,1
40950,US-Mexico Border,2015,1,1
40302,North Africa,2015,1,1
40627,US-Mexico Border,2015,1,1
40759,North Africa,2015,2,2
40790,North Africa,2015,5,5
40306,North Africa,2015,3,3
40948,US-Mexico Border,2015,1,1
41077,North Africa,2015,5,5
40381,Mediterranean,2015,6,6
40624,US-Mexico Border,2015,1,1
40625,US-Mexico Border,2015,1,1
40626,US-Mexico Border,2015,1,1
40848,Central America,2015,20,20
40379,Mediterranean,2015,9,9
40380,US-Mexico Border,2015,1,1
40945,US-Mexico Border,2015,1,1
40946,Mediterranean,2015,1,1
40947,US-Mexico Border,2015,1,1
40943,Mediterranean,2015,1,1
40944,US-Mexico Border,2015,1,1
40378,US-Mexico Border,2015,1,1
40577,North Africa,2015,2,2
40649,Mediterranean,2015,49,49
40377,US-Mexico Border,2015,1,1
40623,US-Mexico Border,2015,1,1
40622,US-Mexico Border,2015,1,1
40376,Mediterranean,2015,,60
40590,Central America,2015,1,1
40942,US-Mexico Border,2015,1,1
40621,US-Mexico Border,2015,1,1
40654,Central America,2015,1,1
40692,Middle East,2015,1,1
41094,US-Mexico Border,2015,1,1
40620,US-Mexico Border,2015,1,1
41057,Middle East,2015,10,10
41110,US-Mexico Border,2015,1,1
40373,Mediterranean,2015,22,222
40374,Mediterranean,2015,3,3
40375,Mediterranean,2015,2,2
40619,US-Mexico Border,2015,1,1
41076,North Africa,2015,1,1
40618,US-Mexico Border,2015,1,1
40695,Central America,2015,1,1
40853,Central America,2015,1,1
40680,Central America,2015,1,1
40841,Mediterranean,2015,1,1
40941,Mediterranean,2015,5,5
40372,Mediterranean,2015,4,4
40663,North Africa,2015,1,1
40673,South America,2015,1,1
40800,North Africa,2015,1,1
40840,North Africa,2015,1,1
40939,US-Mexico Border,2015,1,1
40940,North Africa,2015,1,1
41071,North Africa,2015,1,1
40662,US-Mexico Border,2015,1,1
40937,US-Mexico Border,2015,1,1
40938,US-Mexico Border,2015,1,1
40371,US-Mexico Border,2015,1,1
40936,US-Mexico Border,2015,1,1
41047,Europe,2015,1,1
40370,US-Mexico Border,2015,1,1
40934,US-Mexico Border,2015,2,2
40935,US-Mexico Border,2015,1,1
40933,Mediterranean,2015,14,14
41056,Europe,2015,1,1
40369,Europe,2015,1,1
41005,Europe,2015,1,1
41046,Europe,2015,1,1
40368,Mediterranean,2015,40,40
40589,Central America,2015,1,1
40798,North Africa,2015,1,1
40799,North Africa,2015,7,7
40367,US-Mexico Border,2015,3,3
40366,Europe,2015,1,1
40783,Sub-Saharan Africa,2015,1,1
40365,Mediterranean,2015,6,6
40931,US-Mexico Border,2015,1,1
41055,Europe,2015,1,1
40364,Mediterranean,2015,100,100
40573,US-Mexico Border,2015,1,1
40714,Mediterranean,2015,1,1
41041,Europe,2015,1,1
40930,US-Mexico Border,2015,1,1
41054,Europe,2015,1,1
40929,US-Mexico Border,2015,1,1
40672,Mediterranean,2015,30,30
40363,Mediterranean,2015,9,9
40538,Mediterranean,2015,12,12
40928,US-Mexico Border,2015,1,1
40361,Mediterranean,2015,3,18
40362,US-Mexico Border,2015,1,1
40857,Europe,2015,1,1
40797,North Africa,2015,1,1
41034,Central America,2015,2,2
41062,Central America,2015,2,2
40927,US-Mexico Border,2015,1,1
40926,US-Mexico Border,2015,1,1
41006,Central America,2015,1,1
40305,North Africa,2015,1,1
40585,North Africa,2015,1,1
40665,North Africa,2015,2,2
40667,North Africa,2015,1,1
40719,North Africa,2015,2,2
40795,North Africa,2015,1,1
40796,North Africa,2015,3,3
40922,US-Mexico Border,2015,1,1
40923,US-Mexico Border,2015,1,1
40924,North Africa,2015,1,1
40925,Sub-Saharan Africa,2015,3,3
41069,North Africa,2015,3,3
41070,North Africa,2015,1,1
40921,US-Mexico Border,2015,1,1
41030,US-Mexico Border,2015,1,1
41053,Europe,2015,1,1
40583,US-Mexico Border,2015,1,1
40617,US-Mexico Border,2015,1,1
40920,US-Mexico Border,2015,1,1
40856,Europe,2015,1,1
41068,Central America,2015,9,9
40360,US-Mexico Border,2015,1,1
40721,Mediterranean,2015,1,1
40359,Mediterranean,2015,6,6
40689,Mediterranean,2015,1,1
40582,US-Mexico Border,2015,1,1
40358,US-Mexico Border,2015,1,1
40698,Horn of Africa,2015,1,1
40541,Mediterranean,2015,,22
40581,US-Mexico Border,2015,1,1
40724,Sub-Saharan Africa,2015,2,2
40643,US-Mexico Border,2015,1,1
40669,Europe,2015,1,1
40919,US-Mexico Border,2015,1,1
41036,US-Mexico Border,2015,1,1
40357,Mediterranean,2015,3,3
40642,US-Mexico Border,2015,1,1
40918,US-Mexico Border,2015,1,1
40636,US-Mexico Border,2015,1,1
40641,US-Mexico Border,2015,1,1
40852,Central America,2015,1,1
40917,US-Mexico Border,2015,1,1
40299,North Africa,2015,15,15
40671,Central America,2015,5,5
40640,US-Mexico Border,2015,1,1
40916,US-Mexico Border,2015,1,1
40616,US-Mexico Border,2015,1,1
40915,US-Mexico Border,2015,1,1
40297,North Africa,2015,18,18
40298,North Africa,2015,,0
40300,North Africa,2015,,0
40914,US-Mexico Border,2015,1,1
41111,Central America,2015,3,3
40304,North Africa,2015,2,2
40614,US-Mexico Border,2015,1,1
40615,US-Mexico Border,2015,1,1
40664,North Africa,2015,1,1
40837,Southeast Asia,2015,,60
40913,North Africa,2015,1,1
41099,North Africa,2015,1,1
40690,Central America,2015,1,1
41067,Europe,2015,1,1
40285,Mediterranean,2015,17,25
40912,US-Mexico Border,2015,1,1
40355,US-Mexico Border,2015,8,8
40356,US-Mexico Border,2015,,1
40910,US-Mexico Border,2015,1,1
40911,US-Mexico Border,2015,1,1
40608,South America,2015,1,1
40587,Mediterranean,2015,1,1
40588,Central America,2015,1,1
40909,Southeast Asia,2015,2,2
40354,Mediterranean,2015,5,5
40353,Southeast Asia,2015,47,47
40301,North Africa,2015,1,1
40352,Mediterranean,2015,5,5
40908,US-Mexico Border,2015,1,1
40755,Horn of Africa,2015,1,1
40838,Mediterranean,2015,1,1
40351,Sub-Saharan Africa,2015,8,8
40722,Southeast Asia,2015,1,1
40839,Sub-Saharan Africa,2015,1,1
40350,US-Mexico Border,2015,1,1
40821,Sub-Saharan Africa,2015,1,1
40869,Southeast Asia,2015,,10
41075,Horn of Africa,2015,1,1
40286,Europe,2015,1,1
40635,US-Mexico Border,2015,1,1
40691,Central America,2015,1,1
40907,Southeast Asia,2015,2,2
40535,Mediterranean,2015,5,46
40349,Mediterranean,2015,3,3
40540,Mediterranean,2015,10,10
40290,North Africa,2015,6,6
40661,North Africa,2015,2,2
40906,Southeast Asia,2015,36,36
41031,Southeast Asia,2015,106,106
41066,North Africa,2015,1,1
41102,North Africa,2015,2,2
40863,Europe,2015,1,1
41035,US-Mexico Border,2015,1,1
40862,Europe,2015,14,14
40904,US-Mexico Border,2015,1,1
40905,US-Mexico Border,2015,1,1
40288,Mediterranean,2015,1,1
40348,US-Mexico Border,2015,1,1
41045,Central America,2015,1,1
40346,Mediterranean,2015,2,2
40347,Mediterranean,2015,1,1
41074,Horn of Africa,2015,1,1
40345,Mediterranean,2015,750,750
40595,Mediterranean,2015,1,1
40851,Central America,2015,1,1
40289,Horn of Africa,2015,1,1
40344,Mediterranean,2015,,41
40534,Mediterranean,2015,,12
40343,US-Mexico Border,2015,1,3
40342,US-Mexico Border,2015,1,1
40341,Mediterranean,2015,9,400
40872,Sub-Saharan Africa,2015,1,1
40902,US-Mexico Border,2015,1,1
40903,US-Mexico Border,2015,1,1
40340,Caribbean,2015,,3
40339,Mediterranean,2015,2,2
40901,Mediterranean,2015,1,1
40338,Caribbean,2015,21,40
40578,Sub-Saharan Africa,2015,4,4
40337,Mediterranean,2015,7,11
40900,US-Mexico Border,2015,1,1
40336,Caribbean,2015,1,1
40576,Sub-Saharan Africa,2015,1,1
40723,Sub-Saharan Africa,2015,2,2
40296,North Africa,2015,1,1
40717,North Africa,2015,1,1
40718,North Africa,2015,2,2
41109,North Africa,2015,1,1
40563,Southeast Asia,2015,,130
40651,Southeast Asia,2015,,243
40899,US-Mexico Border,2015,1,1
40820,North Africa,2015,4,4
40898,Central America,2015,1,1
40574,US-Mexico Border,2015,1,1
41095,US-Mexico Border,2015,1,1
40335,Mediterranean,2015,3,3
40333,US-Mexico Border,2015,1,1
40334,Mediterranean,2015,5,8
40860,Central America,2015,,0
40861,Central America,2015,6,6
40896,US-Mexico Border,2015,1,1
40897,US-Mexico Border,2015,1,1
40331,North Africa,2015,4,12
40332,US-Mexico Border,2015,1,1
40639,Middle East,2015,2,2
40329,Central America,2015,1,1
40330,Horn of Africa,2015,42,42
40328,North Africa,2015,4,4
40326,US-Mexico Border,2015,1,1
40327,US-Mexico Border,2015,1,1
40533,Central America,2015,1,1
40895,US-Mexico Border,2015,1,1
40539,North Africa,2015,,25
40894,Central America,2015,1,1
40325,Mediterranean,2015,10,50
40677,Caribbean,2015,1,1
40597,North Africa,2015,3,3
40659,North Africa,2015,1,1
40660,North Africa,2015,2,2
40716,North Africa,2015,2,2
41101,North Africa,2015,2,2
40321,US-Mexico Border,2015,6,6
40320,East Asia,2015,0,15
40893,Central America,2015,1,1
40892,US-Mexico Border,2015,1,1
40890,US-Mexico Border,2015,1,1
40891,US-Mexico Border,2015,1,1
40889,US-Mexico Border,2015,1,1
41096,Europe,2015,1,1
40319,Mediterranean,2015,,307
40634,Mediterranean,2015,29,29
40318,Mediterranean,2015,7,9
40317,US-Mexico Border,2015,1,1
40888,US-Mexico Border,2015,1,1
40316,Horn of Africa,2015,3,36
40536,Horn of Africa,2015,3,3
40314,Mediterranean,2015,8,10
40315,US-Mexico Border,2015,1,1
40313,Southeast Asia,2015,8,57
40887,Caribbean,2015,1,1
40885,US-Mexico Border,2015,1,1
40886,US-Mexico Border,2015,1,1
40884,US-Mexico Border,2015,1,1
41065,North Africa,2015,1,1
40312,Mediterranean,2015,1,21
41033,Central America,2015,1,1
41064,North Africa,2015,12,12
40655,Central America,2015,1,1
40883,Mediterranean,2015,1,1
40658,Central America,2015,1,1
40311,Mediterranean,2015,9,45
40580,Southeast Asia,2015,2,2
40679,Southeast Asia,2015,1,1
40882,US-Mexico Border,2015,1,1
40881,US-Mexico Border,2015,1,1
40284,Europe,2015,1,1
40310,Sub-Saharan Africa,2015,2,2
40880,US-Mexico Border,2015,1,1
40309,Mediterranean,2015,5,5
40878,US-Mexico Border,2015,1,1
40879,US-Mexico Border,2015,1,1
40308,Caribbean,2015,1,1
40633,Europe,2015,1,1
40596,North Africa,2015,26,26
40657,North Africa,2015,1,1
40678,Southeast Asia,2015,3,3
40682,Horn of Africa,2015,1,1
40794,Horn of Africa,2015,2,2
40876,Horn of Africa,2015,1,1
40877,Horn of Africa,2015,1,1
41104,North Africa,2015,1,1
39205,Caribbean,2014,,1
39255,Horn of Africa,2014,21,24
39361,Mediterranean,2014,,2
39362,Mediterranean,2014,,9
39371,Europe,2014,1,1
39383,Southeast Asia,2014,,750
39401,Mediterranean,2014,17,17
39402,Mediterranean,2014,,23
39442,North Africa,2014,1,1
39443,Mediterranean,2014,5,5
39444,Mediterranean,2014,,30
39445,Mediterranean,2014,9,9
39441,Mediterranean,2014,4,4
39439,Europe,2014,1,1
39210,Central America,2014,41,41
39378,Europe,2014,4,4
39400,Mediterranean,2014,,12
39399,Mediterranean,2014,,6
39438,Europe,2014,2,2
39254,Horn of Africa,2014,,30
39377,Mediterranean,2014,,4
39376,Middle East,2014,27,38
39250,Horn of Africa,2014,1,1
39249,Horn of Africa,2014,1,1
39248,Horn of Africa,2014,1,1
39247,Horn of Africa,2014,1,1
39370,Europe,2014,1,1
39203,Caribbean,2014,,2
39245,Horn of Africa,2014,1,1
39246,Horn of Africa,2014,1,1
39353,Central America,2014,1,1
39398,Mediterranean,2014,10,95
39435,Southeast Asia,2014,,4
39436,Mediterranean,2014,3,3
39244,Horn of Africa,2014,64,64
39396,Mediterranean,2014,2,8
39253,Europe,2014,1,1
39252,Horn of Africa,2014,1,1
39251,Horn of Africa,2014,1,1
39437,Mediterranean,2014,,20
39204,Caribbean,2014,,2
39202,Horn of Africa,2014,16,16
39281,US-Mexico Border,2014,149,149
39349,US-Mexico Border,2014,1,1
39366,Mediterranean,2014,15,88
39433,Mediterranean,2014,2,18
39367,Mediterranean,2014,3,500
39346,US-Mexico Border,2014,1,1
39347,US-Mexico Border,2014,1,1
39348,US-Mexico Border,2014,1,1
39226,Central America,2014,1,1
39343,East Asia,2014,,9
39345,US-Mexico Border,2014,1,1
39344,US-Mexico Border,2014,1,1
39223,Central America,2014,2,2
39224,US-Mexico Border,2014,1,1
39360,US-Mexico Border,2014,1,1
39352,US-Mexico Border,2014,1,1
39350,US-Mexico Border,2014,1,1
39351,US-Mexico Border,2014,1,1
39434,Mediterranean,2014,70,164
39440,Mediterranean,2014,10,43
39201,Caribbean,2014,11,17
39209,Central America,2014,64,64
39272,US-Mexico Border,2014,50,50
39429,Mediterranean,2014,,100
39430,North Africa,2014,1,1
39431,North Africa,2014,1,1
39200,Caribbean,2014,,23
39359,Mediterranean,2014,42,42
39341,US-Mexico Border,2014,1,1
39342,US-Mexico Border,2014,1,1
39199,Caribbean,2014,1,1
39428,Mediterranean,2014,24,24
39198,Caribbean,2014,4,9
39382,South Asia,2014,1,1
39395,Mediterranean,2014,170,251
39427,Mediterranean,2014,18,26
39340,US-Mexico Border,2014,1,1
39339,US-Mexico Border,2014,1,1
39426,Mediterranean,2014,1,1
39375,Europe,2014,1,1
39338,US-Mexico Border,2014,1,1
39337,US-Mexico Border,2014,1,1
39335,US-Mexico Border,2014,1,1
39336,US-Mexico Border,2014,1,1
39358,Mediterranean,2014,2,172
39334,US-Mexico Border,2014,1,1
39333,Central America,2014,1,1
39332,US-Mexico Border,2014,1,1
39363,Middle East,2014,1,1
39425,North Africa,2014,1,1
39222,US-Mexico Border,2014,1,1
39331,US-Mexico Border,2014,1,1
39330,US-Mexico Border,2014,1,1
39394,Mediterranean,2014,20,128
39329,US-Mexico Border,2014,1,1
39328,US-Mexico Border,2014,1,1
39243,Europe,2014,1,1
39327,US-Mexico Border,2014,1,1
39424,Mediterranean,2014,5,19
39365,Mediterranean,2014,2,55
39392,Mediterranean,2014,,151
39393,Mediterranean,2014,29,29
39423,Mediterranean,2014,3,3
39326,US-Mexico Border,2014,1,1
39391,Mediterranean,2014,,41
39422,Mediterranean,2014,3,3
39381,Southeast Asia,2014,2,20
39421,Mediterranean,2014,1,110
39325,US-Mexico Border,2014,1,1
39420,Mediterranean,2014,12,12
39419,Mediterranean,2014,4,25
39323,Central America,2014,1,1
39324,US-Mexico Border,2014,1,1
39364,Mediterranean,2014,12,200
39322,US-Mexico Border,2014,1,1
39417,Mediterranean,2014,13,13
39320,US-Mexico Border,2014,1,1
39321,US-Mexico Border,2014,1,1
39319,US-Mexico Border,2014,1,1
39416,Mediterranean,2014,,75
39390,Mediterranean,2014,2,6
39414,Mediterranean,2014,45,45
39318,US-Mexico Border,2014,1,1
39241,Mediterranean,2014,,240
39317,US-Mexico Border,2014,1,1
39315,US-Mexico Border,2014,1,1
39316,US-Mexico Border,2014,1,1
39314,US-Mexico Border,2014,1,1
39380,Southeast Asia,2014,9,35
39413,Mediterranean,2014,4,4
39313,US-Mexico Border,2014,1,1
39412,North Africa,2014,,29
39357,Mediterranean,2014,1,1
39311,US-Mexico Border,2014,1,1
39312,US-Mexico Border,2014,1,1
39411,Mediterranean,2014,10,10
39310,US-Mexico Border,2014,1,1
39306,US-Mexico Border,2014,1,1
39307,US-Mexico Border,2014,1,1
39308,US-Mexico Border,2014,1,1
39309,US-Mexico Border,2014,1,1
39304,US-Mexico Border,2014,1,1
39305,US-Mexico Border,2014,1,1
39302,US-Mexico Border,2014,1,1
39303,US-Mexico Border,2014,1,1
39410,Mediterranean,2014,3,5
39389,Mediterranean,2014,4,4
39301,US-Mexico Border,2014,1,1
39409,Mediterranean,2014,3,3
39221,US-Mexico Border,2014,1,1
39300,US-Mexico Border,2014,1,1
39240,Horn of Africa,2014,62,62
39298,US-Mexico Border,2014,1,1
39299,US-Mexico Border,2014,1,1
39220,US-Mexico Border,2014,1,1
39297,US-Mexico Border,2014,1,1
39369,Europe,2014,1,1
39374,Mediterranean,2014,1,1
39296,US-Mexico Border,2014,1,1
39295,US-Mexico Border,2014,1,1
39219,US-Mexico Border,2014,1,1
39388,Mediterranean,2014,17,217
39294,US-Mexico Border,2014,1,1
39387,North Africa,2014,13,46
39293,US-Mexico Border,2014,1,1
39239,Mediterranean,2014,1,1
39292,US-Mexico Border,2014,1,1
39386,Mediterranean,2014,44,77
39408,Mediterranean,2014,22,29
39237,Mediterranean,2014,4,4
39238,Europe,2014,1,1
39197,Caribbean,2014,6,9
39291,US-Mexico Border,2014,1,1
39236,Mediterranean,2014,,40
39290,US-Mexico Border,2014,1,1
39217,US-Mexico Border,2014,1,1
39218,US-Mexico Border,2014,1,1
39289,US-Mexico Border,2014,1,1
39225,Southeast Asia,2014,5,5
39288,US-Mexico Border,2014,1,1
39216,Central America,2014,4,4
39287,US-Mexico Border,2014,1,1
39356,Mediterranean,2014,8,9
39235,North Africa,2014,10,10
39284,US-Mexico Border,2014,1,1
39285,US-Mexico Border,2014,1,1
39286,US-Mexico Border,2014,1,1
39282,US-Mexico Border,2014,1,1
39283,US-Mexico Border,2014,1,1
39385,Sub-Saharan Africa,2014,17,17
39406,Mediterranean,2014,1,1
39215,US-Mexico Border,2014,1,1
39214,US-Mexico Border,2014,1,1
39278,US-Mexico Border,2014,1,1
39279,US-Mexico Border,2014,1,1
39280,US-Mexico Border,2014,1,1
39213,Central America,2014,1,1
39276,US-Mexico Border,2014,1,1
39277,US-Mexico Border,2014,1,1
39275,US-Mexico Border,2014,1,1
39384,Sub-Saharan Africa,2014,251,251
39354,Mediterranean,2014,7,9
39405,Mediterranean,2014,1,1
39234,Europe,2014,1,1
39273,US-Mexico Border,2014,1,1
39274,US-Mexico Border,2014,1,1
39233,Europe,2014,1,1
39232,Europe,2014,1,1
39231,Horn of Africa,2014,,44
39372,US-Mexico Border,2014,1,1
39227,Europe,2014,1,1
39212,US-Mexico Border,2014,1,1
39230,Mediterranean,2014,7,7
39229,Horn of Africa,2014,11,17
39379,South Asia,2014,1,1
39271,US-Mexico Border,2014,1,1
39270,US-Mexico Border,2014,1,1
39196,Caribbean,2014,8,8
39269,US-Mexico Border,2014,1,1
39211,US-Mexico Border,2014,1,1
39228,Mediterranean,2014,2,2
39268,US-Mexico Border,2014,1,1
39266,US-Mexico Border,2014,1,1
39267,US-Mexico Border,2014,1,1
39265,US-Mexico Border,2014,1,1
39404,Mediterranean,2014,15,15
39195,Caribbean,2014,1,1
39373,Europe,2014,1,1
39263,US-Mexico Border,2014,1,1
39264,US-Mexico Border,2014,1,1
39262,US-Mexico Border,2014,1,1
39208,US-Mexico Border,2014,1,1
39260,US-Mexico Border,2014,1,1
39261,US-Mexico Border,2014,1,1
39259,US-Mexico Border,2014,1,1
39403,Mediterranean,2014,12,12
39258,US-Mexico Border,2014,1,1
39207,US-Mexico Border,2014,1,1
39368,Europe,2014,1,1
39257,US-Mexico Border,2014,1,1
39256,US-Mexico Border,2014,1,1
39206,US-Mexico Border,2014,1,1
